"Àmbit territorial","Codi territorial","Nom territori","Any","Període","Habitatges","Renda","Tram de preus"
"Municipi","08262","Sant Vicenç de Castellet","2025","gener-març","66","550,50","> 450 i <= 600 euros/mes"
"Municipi","08264","Sant Vicenç de Montalt","2025","gener-març","22","1.643,05","> 600 euros/mes"
"Municipi","08265","Sant Vicenç de Torelló","2025","gener-març","7","633,57","> 600 euros/mes"
"Municipi","08263","Sant Vicenç dels Horts","2025","gener-març","41","804,08","> 600 euros/mes"
"Municipi","43138","Santa Bàrbara","2025","gener-març","7","385,00","> 350 i <= 450 euros/mes"
"Municipi","08244","Santa Coloma de Cervelló","2025","gener-març","11","1.041,72","> 600 euros/mes"
"Municipi","17180","Santa Coloma de Farners","2025","gener-març","37","593,91","> 450 i <= 600 euros/mes"
"Municipi","08245","Santa Coloma de Gramenet","2025","gener-març","366","658,50","> 600 euros/mes"
"Municipi","43139","Santa Coloma de Queralt","2025","gener-març","8","440,00","> 350 i <= 450 euros/mes"
"Municipi","17181","Santa Cristina d'Aro","2025","gener-març","7","1.092,86","> 600 euros/mes"
"Municipi","08246","Santa Eugènia de Berga","2025","gener-març","3",,"> 600 euros/mes"
"Municipi","08247","Santa Eulàlia de Riuprimer","2025","gener-març","1",,"> 450 i <= 600 euros/mes"
"Municipi","08248","Santa Eulàlia de Ronçana","2025","gener-març","9","883,89","> 600 euros/mes"
"Municipi","08250","Santa Margarida de Montbui","2025","gener-març","14","459,76","> 450 i <= 600 euros/mes"
"Municipi","08251","Santa Margarida i els Monjos","2025","gener-març","15","667,42","> 600 euros/mes"
"Municipi","08256","Santa Maria de Martorelles","2025","gener-març","1",,"<= 350 euros/mes"
"Municipi","08255","Santa Maria de Merlès","2025","gener-març","2",,"> 450 i <= 600 euros/mes"
"Municipi","08259","Santa Maria de Palautordera","2025","gener-març","26","778,77","> 600 euros/mes"
"Municipi","08258","Santa Maria d'Oló","2025","gener-març","3",,"> 450 i <= 600 euros/mes"
"Municipi","43140","Santa Oliva","2025","gener-març","2",,"> 600 euros/mes"
"Municipi","17184","Santa Pau","2025","gener-març","1",,"> 450 i <= 600 euros/mes"
"Municipi","08260","Santa Perpètua de Mogoda","2025","gener-març","50","669,25","> 600 euros/mes"
"Municipi","08261","Santa Susanna","2025","gener-març","10","877,40","> 600 euros/mes"
"Municipi","08192","Santpedor","2025","gener-març","26","633,95","> 600 euros/mes"
"Municipi","43142","Sarral","2025","gener-març","9","550,00","> 450 i <= 600 euros/mes"
"Municipi","17186","Sarrià de Ter","2025","gener-març","17","686,52","> 600 euros/mes"
"Municipi","17187","Saus, Camallera i Llampaies","2025","gener-març","1",,"> 600 euros/mes"
"Municipi","43144","Secuita, la","2025","gener-març","5",,"> 450 i <= 600 euros/mes"
"Municipi","43145","Selva del Camp, la","2025","gener-març","8","562,05","> 450 i <= 600 euros/mes"
"Municipi","43044","Sénia, la","2025","gener-març","14","339,25","<= 350 euros/mes"
"Municipi","25202","Senterada","2025","gener-març","2",,"> 350 i <= 450 euros/mes"
"Municipi","25035","Sentiu de Sió, la","2025","gener-març","1",,"> 350 i <= 450 euros/mes"
"Municipi","25227","Torre de Cabdella, la","2024","gener-març","1",,"> 350 i <= 450 euros/mes"
"Municipi","08286","Torre de Claramunt, la","2024","gener-març","9","420,98","> 350 i <= 450 euros/mes"
"Municipi","43152","Torre de l'Espanyol, la","2024","gener-març","1",,"> 350 i <= 450 euros/mes"
"Municipi","43153","Torredembarra","2024","gener-març","96","645,75","> 600 euros/mes"
"Municipi","25228","Torrefarrera","2024","gener-març","16","477,50","> 450 i <= 600 euros/mes"
"Municipi","25907","Torrefeta i Florejacs","2024","gener-març","1",,"<= 350 euros/mes"
"Municipi","25230","Torregrossa","2024","gener-març","8","365,00","> 350 i <= 450 euros/mes"
"Municipi","08287","Torrelavit","2024","gener-març","3",,"> 450 i <= 600 euros/mes"
"Municipi","08288","Torrelles de Foix","2024","gener-març","9","625,00","> 600 euros/mes"
"Municipi","08289","Torrelles de Llobregat","2024","gener-març","15","776,00","> 600 euros/mes"
"Municipi","17197","Torrent","2024","gener-març","1",,"> 350 i <= 450 euros/mes"
"Municipi","25232","Torres de Segre","2024","gener-març","1",,"> 350 i <= 450 euros/mes"
"Municipi","25233","Torre-serona","2024","gener-març","1",,"> 450 i <= 600 euros/mes"
"Municipi","17198","Torroella de Fluvià","2024","gener-març","1",,"> 600 euros/mes"
"Municipi","17199","Torroella de Montgrí","2024","gener-març","49","556,31","> 450 i <= 600 euros/mes"
"Municipi","17200","Tortellà","2024","gener-març","4",,"> 600 euros/mes"
"Municipi","43155","Tortosa","2024","gener-març","192","463,87","> 450 i <= 600 euros/mes"
"Municipi","17202","Tossa de Mar","2024","gener-març","38","600,13","> 600 euros/mes"
"Municipi","25234","Tremp","2024","gener-març","48","410,50","> 350 i <= 450 euros/mes"
"Municipi","17204","Ullà","2024","gener-març","2",,"> 350 i <= 450 euros/mes"
"Municipi","08290","Ullastrell","2024","gener-març","2",,"> 600 euros/mes"
"Municipi","17205","Ullastret","2024","gener-març","1",,"> 600 euros/mes"
"Municipi","43156","Ulldecona","2024","gener-març","19","377,32","> 350 i <= 450 euros/mes"
"Municipi","43157","Ulldemolins","2024","gener-març","2",,"> 350 i <= 450 euros/mes"
"Municipi","08291","Vacarisses","2024","gener-març","8","792,28","> 600 euros/mes"
"Municipi","17208","Vall de Bianya, la","2024","gener-març","4",,"> 600 euros/mes"
"Municipi","25043","Vall de Boí, la","2024","gener-març","1",,"> 450 i <= 600 euros/mes"
"Municipi","25901","Vall de Cardós","2024","gener-març","5",,"> 350 i <= 450 euros/mes"
"Municipi","17207","Vall d'en Bas, la","2024","gener-març","7","621,43","> 600 euros/mes"
"Municipi","08292","Vallbona d'Anoia","2024","gener-març","3",,"> 450 i <= 600 euros/mes"
"Municipi","25240","Vallfogona de Balaguer","2024","gener-març","1",,"> 450 i <= 600 euros/mes"
"Municipi","43159","Vallfogona de Riucorb","2024","gener-març","1",,"> 350 i <= 450 euros/mes"
"Municipi","08294","Vallgorguina","2024","gener-març","4",,"> 600 euros/mes"
"Municipi","08295","Vallirana","2024","gener-març","33","913,33","> 600 euros/mes"
"Municipi","43160","Vallmoll","2024","gener-març","1",,"> 450 i <= 600 euros/mes"
"Municipi","08296","Vallromanes","2024","gener-març","3",,"> 600 euros/mes"
"Municipi","43161","Valls","2024","gener-març","103","517,30","> 450 i <= 600 euros/mes"
"Municipi","25906","Valls d'Aguilar, les","2024","gener-març","1",,"> 600 euros/mes"
"Municipi","25239","Valls de Valira, les","2024","gener-març","1",,"> 600 euros/mes"
"Municipi","43162","Vandellòs i l'Hospitalet de l'Infant","2024","gener-març","24","585,00","> 450 i <= 600 euros/mes"
"Municipi","25909","Vansa i Fórnols, la","2024","gener-març","2",,"<= 350 euros/mes"
"Municipi","08297","Veciana","2024","gener-març","1",,"> 450 i <= 600 euros/mes"
"Municipi","43163","Vendrell, el","2024","gener-març","185","617,16","> 600 euros/mes"
"Municipi","17210","Ventalló","2024","gener-març","1",,"> 600 euros/mes"
"Municipi","25242","Verdú","2024","gener-març","1",,"> 450 i <= 600 euros/mes"
"Municipi","17211","Verges","2024","gener-març","4",,"> 600 euros/mes"
"Municipi","43164","Vespella de Gaià","2024","gener-març","1",,"> 600 euros/mes"
"Municipi","08298","Vic","2024","gener-març","269","649,51","> 600 euros/mes"
"Municipi","17213","Vidreres","2024","gener-març","14","675,86","> 600 euros/mes"
"Municipi","25243","Vielha e Mijaran","2024","gener-març","37","605,84","> 600 euros/mes"
"Municipi","43165","Vilabella","2024","gener-març","1",,"<= 350 euros/mes"
"Municipi","17214","Vilabertran","2024","gener-març","3",,"> 450 i <= 600 euros/mes"
"Municipi","17215","Vilablareix","2024","gener-març","11","1.075,00","> 600 euros/mes"
"Municipi","08299","Vilada","2024","gener-març","2",,"> 350 i <= 450 euros/mes"
"Municipi","17217","Viladamat","2024","gener-març","1",,"> 600 euros/mes"
"Municipi","17216","Viladasens","2024","gener-març","1",,"> 600 euros/mes"
"Municipi","08301","Viladecans","2024","gener-març","155","868,62","> 600 euros/mes"
"Municipi","08300","Viladecavalls","2024","gener-març","8","947,50","> 600 euros/mes"
"Municipi","17218","Vilademuls","2024","gener-març","1",,"> 600 euros/mes"
"Municipi","17220","Viladrau","2024","gener-març","3",,"> 600 euros/mes"
"Municipi","17221","Vilafant","2024","gener-març","4",,"> 450 i <= 600 euros/mes"
"Municipi","08305","Vilafranca del Penedès","2024","gener-març","224","659,70","> 600 euros/mes"
"Municipi","25244","Vilagrassa","2024","gener-març","2",,"> 350 i <= 450 euros/mes"
"Municipi","17223","Vilajuïga","2024","gener-març","5",,"> 450 i <= 600 euros/mes"
"Municipi","08306","Vilalba Sasserra","2024","gener-març","1",,"> 450 i <= 600 euros/mes"
"Municipi","43166","Vilallonga del Camp","2024","gener-març","8","510,62","> 450 i <= 600 euros/mes"
"Municipi","17226","Vilamalla","2024","gener-març","2",,"> 600 euros/mes"
"Municipi","17228","Vilanant","2024","gener-març","2",,"> 600 euros/mes"
"Municipi","25248","Vilanova de Bellpuig","2024","gener-març","1",,"> 350 i <= 450 euros/mes"
"Municipi","25254","Vilanova de la Barca","2024","gener-març","1",,"> 450 i <= 600 euros/mes"
"Municipi","25251","Vilanova de Segrià","2024","gener-març","1",,"> 450 i <= 600 euros/mes"
"Municipi","08302","Vilanova del Camí","2024","gener-març","58","507,41","> 450 i <= 600 euros/mes"
"Municipi","08902","Vilanova del Vallès","2024","gener-març","15","1.058,27","> 600 euros/mes"
"Municipi","08307","Vilanova i la Geltrú","2024","gener-març","303","800,59","> 600 euros/mes"
"Municipi","43169","Vilaplana","2024","gener-març","2",,"> 350 i <= 450 euros/mes"
"Municipi","43170","Vila-rodona","2024","gener-març","3",,"> 450 i <= 600 euros/mes"
"Municipi","17230","Vila-sacra","2024","gener-març","1",,"> 600 euros/mes"
"Municipi","25252","Vila-sana","2024","gener-març","1",,"> 450 i <= 600 euros/mes"
"Municipi","43171","Vila-seca","2024","gener-març","98","522,67","> 450 i <= 600 euros/mes"
"Municipi","08214","Vilassar de Dalt","2024","gener-març","47","971,87","> 600 euros/mes"
"Municipi","08219","Vilassar de Mar","2024","gener-març","113","1.092,99","> 600 euros/mes"
"Municipi","17222","Vilaür","2024","gener-març","1",,"> 600 euros/mes"
"Municipi","08304","Vilobí del Penedès","2024","gener-març","1",,"> 600 euros/mes"
"Municipi","17233","Vilobí d'Onyar","2024","gener-març","9","693,89","> 600 euros/mes"
"Municipi","43176","Vimbodí i Poblet","2024","gener-març","2",,"> 350 i <= 450 euros/mes"
"Municipi","43178","Vinyols i els Arcs","2024","gener-març","8","573,08","> 450 i <= 600 euros/mes"
"Municipi","43052","Xerta","2024","gener-març","1",,"<= 350 euros/mes"
"Municipi","17039","Camprodon","2024","juliol-setembre","4",,"> 450 i <= 600 euros/mes"
"Municipi","25055","Biosca","2024","gener-desembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","43027","Bisbal de Montsant, la","2024","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","43028","Bisbal del Penedès, la","2024","gener-desembre","22","658,64","> 600 euros/mes"
"Municipi","17022","Bisbal d'Empordà, la","2024","gener-desembre","203","514,96","> 450 i <= 600 euros/mes"
"Municipi","17234","Biure","2024","gener-desembre","1",,"> 600 euros/mes"
"Municipi","43029","Blancafort","2024","gener-desembre","6","486,67","> 450 i <= 600 euros/mes"
"Municipi","17023","Blanes","2024","gener-desembre","622","618,79","> 600 euros/mes"
"Municipi","17024","Bolvir","2024","gener-desembre","8","1.319,50","> 600 euros/mes"
"Municipi","43030","Bonastre","2024","gener-desembre","7","497,86","> 450 i <= 600 euros/mes"
"Municipi","25057","Bòrdes, es","2024","gener-desembre","1",,"> 600 euros/mes"
"Municipi","17025","Bordils","2024","gener-desembre","22","759,77","> 600 euros/mes"
"Municipi","25058","Borges Blanques, les","2024","gener-desembre","108","434,27","> 350 i <= 450 euros/mes"
"Municipi","43031","Borges del Camp, les","2024","gener-desembre","27","510,86","> 450 i <= 600 euros/mes"
"Municipi","17026","Borrassà","2024","gener-desembre","4",,"> 600 euros/mes"
"Municipi","08024","Borredà","2024","gener-desembre","4",,"<= 350 euros/mes"
"Municipi","25059","Bossòst","2024","gener-desembre","16","640,62","> 600 euros/mes"
"Municipi","43032","Bot","2024","gener-desembre","2",,"> 350 i <= 450 euros/mes"
"Municipi","43033","Botarell","2024","gener-desembre","4",,"> 450 i <= 600 euros/mes"
"Municipi","43034","Bràfim","2024","gener-desembre","3",,"> 450 i <= 600 euros/mes"
